age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_open_accounts,delinq_2yrs,revol_util,pub_records,purpose_score,home_ownership_score,default
42,46178.0,6159.0,36,421,3,4,0,69.0,1,6.0,1,0
57,19799.0,3378.0,36,478,2,2,3,34.0,1,7.0,1,0
44,28783.0,1665.0,60,524,5,0,1,150.0,1,5.0,2,0
31,68308.0,17968.0,72,850,7,0,4,150.0,0,7.0,2,0
39,21491.0,23265.0,60,737,16,9,7,22.0,1,4.0,1,0
56,38537.0,12464.0,36,711,1,4,3,150.0,1,6.0,1,1
28,48192.0,19277.0,36,778,5,0,0,18.0,1,5.0,1,1
41,33928.0,7823.0,36,520,6,3,1,150.0,0,4.0,2,0
46,52714.0,4487.0,36,850,7,6,5,150.0,0,6.0,1,0
23,14628.0,5943.0,36,471,6,9,6,150.0,2,5.0,2,0
55,74099.0,38890.0,36,454,5,13,2,51.0,2,6.0,1,0
20,69420.0,50000.0,36,632,15,20,6,150.0,1,6.0,1,0
48,73113.0,2809.0,36,754,1,9,0,150.0,1,6.0,1,1
29,20278.0,3671.0,60,336,6,3,0,21.0,0,6.0,1,0
51,31273.0,35383.0,36,554,17,1,1,42.0,2,8.0,2,0
47,50865.0,10988.0,36,547,4,8,4,101.0,1,4.0,1,0
49,35826.0,20529.0,36,374,6,5,1,84.0,1,6.0,1,0
46,53675.0,500.0,36,494,4,4,1,150.0,1,4.0,1,0
45,34981.0,7574.0,36,799,7,2,1,54.0,1,6.0,2,0
18,50658.0,17163.0,60,563,2,8,4,131.0,1,5.0,1,0
35,31718.0,3055.0,60,638,8,2,2,9.0,0,8.0,1,0
43,20857.0,25342.0,36,689,1,8,4,150.0,1,7.0,1,0
51,40187.0,11605.0,36,732,9,2,1,150.0,0,7.0,2,0
47,24619.0,11408.0,36,787,0,1,2,46.0,1,7.0,2,0
43,43314.0,3760.0,36,388,10,0,0,130.0,2,5.0,2,0
25,60019.0,12121.0,72,723,7,3,5,37.0,1,5.0,2,0
51,18345.0,500.0,36,395,0,4,3,129.0,1,7.0,1,0
46,34236.0,16814.0,36,639,4,1,1,65.0,1,4.0,1,1
31,20902.0,2434.0,36,610,4,4,1,150.0,0,6.0,1,1
37,9711.0,10478.0,36,590,9,16,3,28.0,1,3.0,1,1
46,56934.0,3213.0,60,553,17,3,6,123.0,2,8.0,1,0
35,40669.0,15901.0,36,660,4,1,1,41.0,1,6.0,1,0
42,34218.0,10311.0,36,510,11,1,1,150.0,0,3.0,2,0
19,64043.0,31882.0,36,490,5,10,0,150.0,1,6.0,1,0
50,46409.0,17516.0,36,580,5,6,8,150.0,1,4.0,0,0
34,42284.0,10120.0,36,470,3,5,0,83.0,1,5.0,1,0
46,30962.0,29685.0,60,850,8,6,1,12.0,1,5.0,3,1
39,34232.0,38467.0,36,545,1,10,4,112.0,0,8.0,2,1
31,22541.0,21364.0,36,707,9,2,0,121.0,1,7.0,1,0
45,50467.0,33497.0,36,451,4,10,2,89.0,1,6.0,2,0
46,18146.0,1012.0,60,497,1,5,3,127.0,2,7.0,1,0
21,34351.0,13314.0,36,630,8,3,3,103.0,0,4.0,2,0
45,22693.0,13811.0,60,368,15,17,4,150.0,0,4.0,2,1
39,68090.0,8563.0,36,645,13,12,6,150.0,1,3.0,2,0
33,53791.0,500.0,36,471,5,5,0,65.0,1,6.0,2,0
44,48118.0,15033.0,60,697,3,0,2,24.0,1,5.0,2,0
43,24367.0,19938.0,36,607,6,3,4,20.0,0,8.0,1,0
39,31215.0,9023.0,36,715,11,1,1,150.0,0,8.0,1,0
44,61860.0,40785.0,36,463,8,15,1,17.0,2,6.0,1,0
25,24128.0,20916.0,36,850,6,1,5,150.0,0,6.0,1,1
29,42072.0,6404.0,36,524,0,4,7,150.0,1,3.0,2,0
23,46622.0,11291.0,36,578,8,10,4,2.0,1,4.0,1,0
44,25138.0,8824.0,36,589,4,1,3,98.0,0,5.0,1,0
29,33497.0,18223.0,36,620,7,1,1,150.0,1,7.0,2,0
57,75900.0,4898.0,60,537,10,9,2,150.0,1,4.0,2,0
28,33509.0,2571.0,60,539,2,3,2,20.0,0,5.0,2,0
38,35477.0,18481.0,60,698,5,2,3,69.0,0,7.0,2,0
42,10988.0,23135.0,60,526,8,3,7,150.0,1,5.0,1,1
58,36944.0,11563.0,36,850,12,8,2,28.0,1,7.0,1,0
47,41817.0,8944.0,60,429,5,8,1,42.0,1,6.0,2,0
54,28675.0,25528.0,36,629,16,9,2,150.0,1,6.0,2,0
25,8650.0,25842.0,60,772,18,1,6,150.0,3,5.0,1,0
48,27360.0,14469.0,36,713,2,0,3,150.0,0,6.0,1,0
49,27460.0,20270.0,60,564,2,10,4,150.0,0,7.0,2,0
44,33857.0,28353.0,36,697,7,1,0,4.0,0,6.0,2,0
42,40994.0,28839.0,36,416,0,9,3,150.0,3,7.0,1,0
44,23638.0,11336.0,36,661,0,6,3,150.0,1,8.0,2,0
27,27369.0,29445.0,36,695,5,5,6,54.0,0,7.0,1,1
43,52416.0,1992.0,36,749,8,2,6,150.0,1,6.0,1,0
38,60638.0,33436.0,72,565,11,17,6,150.0,1,6.0,1,0
32,90275.0,13326.0,60,450,3,12,0,16.0,2,5.0,2,0
36,29510.0,1632.0,60,720,0,4,1,150.0,1,7.0,2,0
53,12796.0,1526.0,60,429,8,10,5,113.0,1,7.0,1,0
52,36688.0,16362.0,36,541,16,2,5,150.0,2,7.0,1,0
45,47534.0,32779.0,60,570,10,2,4,150.0,2,6.0,2,0
43,24844.0,16412.0,60,536,0,1,0,150.0,1,6.0,1,0
55,67791.0,3222.0,36,609,0,2,7,108.0,2,6.0,2,0
51,22409.0,5824.0,60,596,5,3,2,53.0,1,6.0,2,0
32,40600.0,2617.0,60,518,4,2,2,150.0,1,3.0,1,0
54,25585.0,2649.0,60,506,0,4,2,144.0,0,5.0,2,0
47,27094.0,30882.0,36,428,9,5,1,150.0,0,5.0,2,0
40,23823.0,16823.0,36,625,16,3,2,150.0,1,5.0,1,0
50,61182.0,633.0,36,805,0,2,6,24.0,1,5.0,2,0
38,54414.0,4592.0,60,543,7,8,4,150.0,1,5.0,1,0
39,80698.0,23130.0,60,659,19,16,4,150.0,1,4.0,2,0
28,32337.0,8163.0,36,614,10,9,2,101.0,0,5.0,2,1
37,153171.0,31126.0,36,615,19,20,6,150.0,3,4.0,2,0
41,51576.0,2291.0,72,371,4,2,1,150.0,2,4.0,1,0
40,41654.0,20879.0,36,447,3,8,2,150.0,2,7.0,1,0
40,37744.0,25014.0,36,560,1,8,0,150.0,2,7.0,2,0
47,47681.0,18246.0,60,720,9,5,7,150.0,0,7.0,2,0
45,44002.0,10040.0,60,686,7,4,7,150.0,1,5.0,1,0
43,19915.0,6618.0,36,499,4,3,1,150.0,1,5.0,2,0
38,21797.0,20306.0,36,578,2,9,5,150.0,0,8.0,1,0
26,37234.0,11188.0,36,535,5,1,2,150.0,0,5.0,2,0
28,37330.0,41911.0,60,611,3,7,1,128.0,2,6.0,2,0
28,23333.0,28797.0,36,453,3,6,0,150.0,1,9.0,1,0
56,35121.0,21262.0,36,446,4,5,1,22.0,0,7.0,1,0
35,42846.0,23091.0,36,537,9,13,3,15.0,0,7.0,2,0
59,28981.0,11938.0,36,378,2,1,3,135.0,0,6.0,1,0
31,33984.0,34377.0,36,474,15,5,2,143.0,2,9.0,2,0
57,62227.0,7685.0,36,694,18,4,5,25.0,2,7.0,1,0
49,16171.0,4107.0,36,569,6,2,2,150.0,2,6.0,2,0
43,44222.0,19126.0,72,390,2,4,4,6.0,1,6.0,2,0
50,41241.0,43420.0,36,522,2,14,5,150.0,1,7.0,1,0
56,37552.0,5649.0,36,434,3,0,3,150.0,0,5.0,2,0
46,31314.0,1725.0,36,409,1,2,2,114.0,0,5.0,1,0
34,42529.0,2024.0,36,717,14,4,2,22.0,0,7.0,1,0
67,37243.0,8192.0,60,687,7,6,2,88.0,0,7.0,1,0
26,29846.0,32935.0,60,453,5,15,3,150.0,2,7.0,2,0
57,43993.0,18945.0,60,656,12,1,4,150.0,1,7.0,1,0
30,51192.0,3223.0,36,569,1,8,4,148.0,1,4.0,1,0
33,51279.0,17973.0,36,656,0,1,2,106.0,1,4.0,2,1
39,18200.0,13654.0,36,463,4,5,1,9.0,1,6.0,2,0
38,51574.0,22023.0,60,850,10,10,6,77.0,1,6.0,1,0
41,43435.0,15233.0,60,643,10,2,3,9.0,1,7.0,2,0
30,22353.0,14259.0,60,611,8,1,4,38.0,1,5.0,1,0
46,47606.0,5006.0,36,580,15,8,2,150.0,0,4.0,2,0
53,33410.0,46826.0,36,625,19,13,2,150.0,1,6.0,1,0
28,37018.0,10701.0,36,461,5,8,7,150.0,1,5.0,2,1
44,53276.0,19386.0,60,650,3,1,3,71.0,1,4.0,2,1
43,24803.0,19793.0,60,575,7,2,2,150.0,1,4.0,2,0
44,61530.0,12899.0,36,356,3,9,3,150.0,2,4.0,1,0
48,25317.0,11000.0,36,593,11,6,2,47.0,0,5.0,1,0
42,42987.0,17182.0,60,617,12,1,1,95.0,1,7.0,1,0
41,27175.0,11113.0,60,790,2,1,2,150.0,1,6.0,2,0
49,33797.0,19034.0,60,475,0,2,1,150.0,0,6.0,1,0
29,58495.0,4157.0,36,699,9,4,5,98.0,1,5.0,2,0
33,28114.0,6730.0,72,734,0,1,1,50.0,0,7.0,2,0
28,56415.0,605.0,72,528,3,7,4,77.0,1,4.0,1,0
27,31147.0,15948.0,36,541,8,6,1,150.0,1,6.0,1,0
40,20502.0,11260.0,36,649,1,4,5,150.0,1,6.0,1,0
36,30508.0,20482.0,60,545,8,6,5,150.0,0,5.0,2,0
42,28851.0,29153.0,36,448,4,7,3,80.0,1,7.0,1,0
35,42176.0,2352.0,36,772,7,3,3,92.0,0,6.0,2,0
24,13423.0,978.0,60,560,2,7,0,25.0,2,5.0,1,0
51,33066.0,6611.0,36,542,3,1,3,150.0,0,4.0,1,0
48,26793.0,18242.0,60,753,3,1,1,84.0,1,7.0,2,0
45,34235.0,19318.0,36,850,5,7,2,150.0,2,7.0,1,0
34,54186.0,10590.0,60,693,1,9,2,150.0,1,6.0,1,0
60,72015.0,17534.0,60,431,2,10,3,150.0,3,6.0,1,0
45,22772.0,10403.0,36,492,1,2,2,37.0,1,6.0,2,0
39,23858.0,15028.0,36,651,0,4,1,150.0,0,8.0,1,0
18,58294.0,1448.0,36,850,11,12,10,79.0,1,6.0,1,0
51,29386.0,5613.0,72,810,10,2,5,15.0,1,5.0,1,0
54,84678.0,837.0,36,424,4,9,6,30.0,3,3.0,1,0
32,28003.0,7648.0,36,392,7,2,1,104.0,0,7.0,1,0
56,24938.0,6603.0,36,576,2,1,2,9.0,0,5.0,2,0
31,25760.0,25821.0,36,568,3,3,2,36.0,0,4.0,2,0
43,31331.0,16669.0,36,815,9,13,2,150.0,0,4.0,2,1
45,13461.0,30282.0,60,575,1,5,10,150.0,0,6.0,1,1
36,42690.0,32626.0,60,579,26,6,2,62.0,2,7.0,1,0
30,32892.0,12738.0,36,635,7,1,2,150.0,1,7.0,2,0
28,35876.0,3259.0,36,534,6,4,4,133.0,1,6.0,2,0
28,56259.0,31117.0,36,536,7,13,1,83.0,1,6.0,1,0
43,50269.0,8362.0,60,850,19,10,3,150.0,0,7.0,1,0
36,31198.0,6690.0,36,850,7,6,2,2.0,1,6.0,1,0
45,57731.0,13020.0,36,509,4,7,6,72.0,1,3.0,1,0
33,21220.0,3604.0,36,627,13,1,5,150.0,1,3.0,1,0
41,36464.0,32961.0,36,513,8,5,0,86.0,2,8.0,2,0
22,74575.0,5753.0,36,761,13,6,7,104.0,1,6.0,2,0
55,62174.0,1342.0,60,574,7,9,0,150.0,0,6.0,2,0
37,35173.0,945.0,36,381,8,3,2,33.0,1,5.0,1,0
35,45125.0,500.0,36,607,5,4,3,150.0,1,6.0,1,0
43,28884.0,2441.0,60,606,14,3,0,150.0,1,5.0,2,0
58,15325.0,7072.0,36,570,5,6,1,150.0,1,4.0,1,0
48,27611.0,14366.0,36,629,7,9,3,150.0,1,5.0,2,1
42,65975.0,22072.0,60,458,3,10,1,133.0,1,6.0,1,0
56,32698.0,33840.0,60,824,16,12,1,7.0,2,2.0,2,1
27,29400.0,9749.0,60,416,5,3,5,150.0,0,5.0,1,0
39,70441.0,9319.0,36,682,27,9,4,150.0,2,8.0,1,0
41,57314.0,2162.0,36,682,1,4,5,150.0,1,6.0,2,0
39,154726.0,8867.0,36,397,1,19,5,3.0,4,4.0,2,0
38,31640.0,13860.0,72,450,4,4,4,150.0,0,5.0,2,0
31,44450.0,10684.0,36,832,6,7,6,15.0,0,6.0,2,0
26,37637.0,14094.0,36,735,19,9,3,139.0,0,7.0,2,0
35,58222.0,2879.0,60,743,15,5,6,63.0,1,7.0,2,0
45,38624.0,2146.0,60,540,5,5,1,20.0,0,5.0,1,0
52,21842.0,32223.0,36,539,3,9,4,150.0,0,7.0,1,0
46,24169.0,1849.0,36,692,6,4,2,144.0,1,5.0,1,1
40,36255.0,651.0,36,786,14,4,0,54.0,0,7.0,1,0
52,46302.0,14951.0,36,509,2,3,3,150.0,1,3.0,2,0
46,18887.0,26685.0,36,535,0,3,3,150.0,1,5.0,2,1
18,72672.0,6988.0,60,437,12,11,6,150.0,3,5.0,1,0
38,35274.0,1259.0,60,730,2,3,3,38.0,0,6.0,2,0
34,59223.0,4711.0,36,522,4,9,3,82.0,1,5.0,2,0
40,82293.0,38401.0,36,850,2,5,10,150.0,0,5.0,1,0
42,57615.0,22786.0,36,741,9,0,2,59.0,1,6.0,2,0
47,46702.0,26967.0,36,563,7,11,5,150.0,1,5.0,2,0
38,47862.0,32217.0,36,850,1,2,4,150.0,1,7.0,1,0
23,76703.0,4524.0,36,488,3,11,4,150.0,2,4.0,1,0
41,26233.0,3176.0,36,807,4,1,1,34.0,1,7.0,1,0
52,72826.0,23561.0,36,582,13,0,6,64.0,3,6.0,1,0
54,73569.0,17504.0,36,567,10,12,3,150.0,1,4.0,1,0
31,60732.0,5432.0,60,723,22,11,7,150.0,2,7.0,2,0
57,57629.0,18512.0,36,385,3,8,1,50.0,2,6.0,1,0
33,60788.0,1217.0,60,741,4,2,1,106.0,1,5.0,2,1
38,45283.0,500.0,36,591,13,6,3,150.0,0,3.0,1,0
43,32585.0,4083.0,60,836,9,1,2,150.0,1,5.0,2,0
37,32439.0,18809.0,36,509,2,5,2,139.0,1,6.0,2,0
49,48575.0,5861.0,72,396,5,3,1,42.0,1,5.0,1,0
33,41693.0,15767.0,72,584,2,12,4,150.0,1,7.0,2,0
33,32976.0,14515.0,36,667,2,4,3,150.0,1,7.0,2,1
43,16520.0,16326.0,36,546,2,1,2,91.0,2,7.0,2,0
40,67673.0,30072.0,60,553,17,0,5,129.0,3,6.0,2,0
43,38233.0,1087.0,36,741,3,3,5,142.0,0,6.0,2,0
38,50888.0,1851.0,36,617,8,3,2,57.0,1,4.0,2,1
37,123135.0,22473.0,36,448,1,7,0,136.0,2,3.0,2,0
41,47602.0,31029.0,60,597,12,8,5,150.0,2,5.0,1,0
60,38447.0,14931.0,60,618,7,8,2,150.0,1,6.0,1,0
37,38991.0,1171.0,60,764,20,8,3,39.0,0,8.0,1,0
44,23639.0,7630.0,60,608,4,5,4,62.0,1,6.0,1,0
36,55379.0,19827.0,36,838,3,1,2,126.0,1,4.0,1,1
35,51083.0,12818.0,36,391,5,8,3,14.0,2,5.0,2,0
35,45146.0,4785.0,60,761,10,3,2,89.0,0,7.0,2,0
53,78098.0,32168.0,60,459,0,13,3,123.0,3,5.0,1,0
51,37870.0,1986.0,36,673,7,2,4,150.0,1,7.0,2,0
45,23701.0,50000.0,60,436,16,3,2,27.0,2,9.0,1,0
37,30878.0,16221.0,36,576,2,5,0,83.0,0,3.0,2,0
37,23368.0,21843.0,36,489,4,2,1,150.0,0,5.0,1,0
44,50367.0,16682.0,36,577,7,9,4,112.0,1,4.0,1,0
34,84919.0,17853.0,60,850,14,10,6,150.0,1,5.0,1,0
20,23908.0,22814.0,36,639,15,10,3,44.0,0,7.0,1,0
26,26558.0,48395.0,36,596,6,6,0,55.0,1,6.0,1,0
48,56718.0,2191.0,60,485,10,6,0,150.0,0,5.0,2,0
33,28477.0,8843.0,36,533,3,4,3,104.0,0,6.0,1,0
49,52112.0,4775.0,60,850,0,6,7,43.0,0,5.0,1,0
35,39649.0,1887.0,60,611,5,4,2,150.0,1,8.0,2,0
59,88611.0,35602.0,36,492,2,20,6,56.0,2,7.0,1,0
42,41497.0,20408.0,36,596,4,1,4,116.0,2,7.0,1,0
45,22314.0,26184.0,36,553,1,6,6,107.0,0,6.0,1,0
33,30226.0,5113.0,60,780,11,6,2,41.0,1,7.0,2,0
18,28039.0,6364.0,36,415,2,0,2,150.0,0,6.0,2,0
44,40081.0,6511.0,60,391,9,3,0,150.0,2,5.0,2,0
46,31491.0,5396.0,60,758,8,8,3,150.0,1,6.0,2,0
39,63185.0,8397.0,36,405,7,8,1,30.0,2,6.0,1,0
37,20669.0,16449.0,36,555,5,3,2,150.0,0,7.0,2,0
51,36580.0,22968.0,36,645,14,4,3,22.0,1,7.0,2,0
49,26726.0,3012.0,60,751,15,9,0,150.0,1,5.0,1,0
30,18513.0,37460.0,36,587,6,4,4,150.0,0,7.0,1,0
46,67845.0,3965.0,36,653,6,7,3,50.0,0,6.0,2,1
45,58786.0,18807.0,36,733,8,4,5,150.0,1,5.0,2,0
45,33259.0,14708.0,36,749,6,0,0,21.0,0,7.0,2,0
43,25514.0,7205.0,36,646,5,3,4,71.0,1,6.0,1,0
49,23626.0,20481.0,60,566,1,4,2,150.0,1,7.0,2,0
40,62745.0,5333.0,36,636,8,1,6,107.0,1,7.0,2,0
42,40293.0,13631.0,36,673,1,4,1,150.0,1,6.0,1,0
36,37650.0,3927.0,36,418,0,3,0,106.0,1,6.0,1,0
46,22652.0,8784.0,60,685,4,2,2,150.0,0,5.0,1,1
46,34105.0,27008.0,36,674,4,4,6,74.0,1,6.0,2,0
40,28857.0,27701.0,60,572,0,9,3,150.0,1,8.0,1,0
42,60373.0,19746.0,36,600,7,4,4,138.0,2,7.0,1,0
52,36711.0,7321.0,60,637,12,9,2,90.0,1,6.0,2,0
52,40232.0,500.0,36,744,6,4,2,121.0,0,6.0,2,0
41,60071.0,31712.0,36,513,6,14,5,150.0,2,5.0,2,0
25,35782.0,3391.0,60,658,1,3,4,150.0,0,7.0,2,0
42,26299.0,500.0,36,571,6,4,3,4.0,1,6.0,1,0
21,38628.0,20454.0,36,336,9,4,0,25.0,1,7.0,1,0
56,60018.0,26395.0,36,433,12,6,4,150.0,3,7.0,2,0
31,45488.0,11210.0,36,733,7,1,4,150.0,1,6.0,2,0
56,25450.0,26875.0,36,647,9,2,2,150.0,2,4.0,1,0
49,21052.0,5521.0,36,473,5,6,1,150.0,1,4.0,2,0
34,32580.0,1383.0,36,781,0,1,0,150.0,1,6.0,2,0
45,89091.0,6220.0,60,504,4,14,3,2.0,2,5.0,1,0
31,34465.0,713.0,72,744,4,1,1,150.0,1,7.0,1,0
43,39686.0,1269.0,60,617,1,7,0,150.0,0,7.0,1,0
35,22810.0,4852.0,60,588,1,8,2,150.0,0,8.0,2,0
33,44252.0,7930.0,36,732,8,1,3,150.0,1,7.0,2,0
27,18984.0,5584.0,36,600,9,1,5,150.0,1,5.0,2,0
46,32764.0,19913.0,60,531,3,8,8,150.0,1,5.0,1,0
36,51018.0,21869.0,36,444,1,7,1,150.0,1,6.0,2,0
40,21359.0,28131.0,60,682,5,7,4,61.0,1,7.0,1,0
37,43348.0,6202.0,36,795,6,2,1,44.0,0,7.0,1,0
18,21741.0,11716.0,60,518,1,1,1,144.0,1,6.0,2,0
28,71539.0,9731.0,60,472,2,10,4,145.0,2,4.0,1,0
44,41529.0,3151.0,60,840,1,4,5,30.0,1,5.0,1,0
35,26422.0,30804.0,36,608,0,8,4,150.0,1,7.0,1,1
47,36233.0,20528.0,60,761,16,9,4,150.0,0,7.0,2,0
46,46457.0,2236.0,36,798,7,0,5,7.0,0,5.0,2,0
54,26902.0,1585.0,36,837,3,0,0,145.0,2,6.0,1,0
31,35347.0,15684.0,60,696,3,4,3,150.0,1,7.0,2,0
63,44731.0,8696.0,36,667,6,2,0,72.0,0,7.0,1,0
69,57992.0,34907.0,36,511,9,14,2,150.0,1,6.0,2,0
38,29784.0,41942.0,36,466,3,8,1,150.0,2,8.0,1,0
37,32994.0,12819.0,60,847,2,4,1,139.0,1,8.0,2,0
52,23547.0,15595.0,60,702,14,6,0,150.0,1,6.0,1,0
18,53134.0,7289.0,36,761,14,7,4,150.0,0,5.0,2,0
33,22186.0,10835.0,60,521,1,6,2,150.0,0,9.0,1,0
30,25313.0,9487.0,36,790,16,9,7,46.0,1,5.0,2,0
39,38028.0,10298.0,36,608,4,10,6,4.0,0,6.0,1,0
33,43526.0,22346.0,36,498,5,12,3,150.0,1,6.0,1,0
47,50322.0,2614.0,72,759,7,5,6,112.0,1,7.0,1,0
41,22137.0,11787.0,36,656,8,3,2,150.0,0,6.0,2,1
28,42671.0,5578.0,36,850,1,5,5,94.0,1,5.0,2,0
37,57353.0,3946.0,36,596,6,9,6,74.0,1,4.0,1,0
30,42174.0,17423.0,60,850,11,1,4,12.0,1,5.0,1,0
49,23281.0,10240.0,36,707,13,4,6,128.0,1,4.0,2,0
40,52081.0,799.0,60,621,2,7,2,150.0,1,6.0,1,0
44,48993.0,9953.0,36,704,8,3,4,73.0,1,7.0,1,0
57,23573.0,13430.0,60,577,0,1,4,84.0,0,4.0,2,0
35,81838.0,3082.0,36,524,0,10,4,35.0,2,4.0,1,0
46,36979.0,19557.0,72,850,8,10,5,12.0,1,6.0,1,0
46,43626.0,14322.0,36,650,6,2,1,41.0,1,7.0,2,0
50,41178.0,16543.0,36,747,1,4,4,45.0,1,6.0,1,0
29,46143.0,13285.0,36,850,4,3,5,58.0,1,5.0,1,0
50,58726.0,18827.0,36,402,11,9,2,150.0,1,5.0,2,0
26,20646.0,10399.0,36,693,1,3,3,150.0,1,7.0,1,0
41,49777.0,28545.0,36,471,8,13,1,23.0,0,7.0,2,0
51,46395.0,14646.0,60,844,2,5,5,150.0,0,4.0,1,0
28,29854.0,47871.0,60,662,7,1,6,150.0,0,6.0,2,1
35,40246.0,23881.0,60,688,8,8,1,150.0,1,5.0,2,0
43,25459.0,24064.0,60,601,11,13,4,150.0,0,7.0,1,0
41,71313.0,24437.0,36,656,10,14,6,150.0,1,5.0,1,0
42,36398.0,25509.0,60,371,6,7,1,150.0,2,7.0,1,0
58,20686.0,25129.0,36,507,13,0,3,150.0,1,5.0,1,0
35,34551.0,32868.0,60,850,1,3,2,108.0,0,6.0,1,1
49,23828.0,1398.0,36,548,4,2,1,150.0,1,5.0,2,0
52,67059.0,19017.0,36,609,16,0,3,50.0,3,7.0,1,0
45,98700.0,31127.0,60,587,14,20,3,86.0,2,5.0,1,0
33,41172.0,17748.0,36,565,29,9,3,150.0,2,9.0,1,0
38,68576.0,23368.0,36,713,6,1,3,33.0,2,3.0,1,1
44,43093.0,10191.0,36,717,8,2,3,36.0,1,6.0,1,0
44,94262.0,9323.0,36,610,11,3,10,100.0,4,6.0,2,0
39,26353.0,30384.0,36,572,1,0,1,112.0,1,7.0,2,0
27,33291.0,8903.0,36,815,1,5,7,150.0,1,6.0,2,0
45,51764.0,4170.0,60,648,11,7,5,150.0,1,4.0,1,0
37,18299.0,3597.0,36,637,0,5,4,150.0,2,8.0,1,0
47,24562.0,22247.0,36,700,10,7,4,7.0,1,6.0,1,0
36,43607.0,25870.0,36,454,2,5,4,150.0,0,7.0,1,0
33,64996.0,7538.0,60,739,13,4,4,150.0,1,7.0,3,0
42,65844.0,1820.0,72,751,12,3,4,32.0,1,7.0,1,0
30,40062.0,5290.0,72,701,8,1,2,150.0,1,7.0,1,0
44,42742.0,36879.0,36,546,11,2,3,150.0,2,7.0,2,0
24,24178.0,7592.0,60,611,15,5,3,150.0,1,5.0,1,0
39,33653.0,32181.0,36,615,14,1,0,12.0,1,7.0,2,0
33,64850.0,12549.0,36,541,4,12,4,48.0,2,4.0,0,0
19,23838.0,11865.0,72,509,0,2,1,40.0,1,6.0,2,0
46,46341.0,8814.0,60,839,5,6,5,17.0,0,6.0,2,0
41,31671.0,1269.0,36,603,4,6,4,81.0,0,6.0,2,0
38,48689.0,2130.0,36,477,11,5,0,150.0,0,5.0,2,0
43,59788.0,525.0,60,578,14,7,2,150.0,1,4.0,2,0
48,65873.0,2854.0,60,794,19,10,6,150.0,1,6.0,1,0
41,47687.0,16598.0,60,693,7,6,3,150.0,1,5.0,1,0
41,22112.0,29181.0,60,548,7,4,3,150.0,0,6.0,2,1
31,24599.0,50000.0,36,320,18,8,5,150.0,2,9.0,1,0
42,49305.0,3082.0,36,797,5,1,5,150.0,0,6.0,1,0
47,43250.0,21844.0,36,819,12,10,6,150.0,1,6.0,1,0
45,54420.0,23864.0,60,740,13,6,4,150.0,2,6.0,1,0
34,10904.0,6632.0,36,605,9,8,1,150.0,3,6.0,2,0
39,36050.0,6554.0,36,636,6,8,0,150.0,0,7.0,2,0
27,47330.0,4395.0,36,746,3,1,3,50.0,0,6.0,2,0
45,8139.0,14353.0,60,624,8,6,9,150.0,1,5.0,2,1
32,53573.0,24408.0,36,523,2,2,8,150.0,1,4.0,1,1
34,20663.0,16310.0,36,850,8,13,2,114.0,3,4.0,2,1
40,13988.0,24793.0,36,691,13,17,1,150.0,0,5.0,2,1
29,32660.0,13684.0,36,648,3,1,4,130.0,1,7.0,1,0
27,28672.0,27894.0,60,593,4,8,4,150.0,0,7.0,2,0
35,27794.0,18990.0,60,583,2,4,6,148.0,0,4.0,2,0
59,66947.0,9512.0,36,723,1,2,5,12.0,1,7.0,1,0
37,41604.0,14686.0,36,563,5,1,3,150.0,0,3.0,1,0
32,22867.0,17679.0,60,809,5,14,5,150.0,1,2.0,2,1
43,40187.0,12486.0,36,527,13,6,2,150.0,0,5.0,1,0
22,38165.0,19157.0,36,573,4,5,1,150.0,1,7.0,1,0
33,36090.0,5677.0,36,696,14,2,3,150.0,0,2.0,1,0
53,16551.0,6634.0,60,441,4,5,1,92.0,1,7.0,2,0
44,38238.0,13819.0,60,738,10,5,4,101.0,0,7.0,1,0
54,34970.0,2677.0,60,685,0,0,2,39.0,0,7.0,2,0
47,62423.0,15635.0,36,500,1,9,3,4.0,2,4.0,1,0
28,36439.0,9943.0,60,703,1,1,3,85.0,0,6.0,1,0
32,19320.0,500.0,60,710,10,7,1,150.0,0,6.0,2,1
23,31207.0,28743.0,36,482,8,9,3,150.0,1,9.0,1,0
54,18436.0,3360.0,36,532,11,1,4,150.0,1,5.0,2,0
24,28665.0,22980.0,60,688,17,5,1,150.0,0,9.0,1,0
45,34229.0,18033.0,36,622,18,1,1,113.0,1,8.0,2,0
34,33856.0,20573.0,36,627,1,3,5,150.0,0,6.0,1,1
54,25162.0,7483.0,60,734,4,2,0,60.0,1,8.0,1,0
46,86934.0,3527.0,36,693,22,10,10,22.0,3,6.0,1,0
18,30388.0,21627.0,36,558,3,3,3,150.0,0,3.0,1,0
46,45948.0,9309.0,60,830,8,5,4,17.0,0,7.0,2,0
53,60483.0,5695.0,36,381,7,7,2,47.0,2,6.0,1,0
53,42798.0,5860.0,60,695,1,0,4,82.0,1,6.0,1,0
34,49134.0,20755.0,36,562,7,2,2,77.0,2,7.0,1,0
39,40205.0,22354.0,36,478,5,7,3,150.0,1,5.0,1,0
24,26948.0,24552.0,60,510,2,4,0,71.0,0,6.0,1,0
39,52445.0,13770.0,36,541,2,8,4,150.0,2,6.0,1,0
36,29456.0,1244.0,36,564,7,1,0,150.0,1,6.0,2,0
36,21576.0,22730.0,60,591,2,1,2,91.0,0,6.0,2,1
